Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/190,impresora y ticketera térmica portátil,"cieneguilla, lm",https://www.facebook.com/marketplace/item/835358819527107/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Cieneguilla
S/1.000,impresora multifunción hp color laserjet pro 4303fdw,"santiago de surco, lm",https://www.facebook.com/marketplace/item/2143410716491376/,impresora multifunción hp color laserjet pro 4303fdw,1000,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Estándar,Santiago De Surco
S/190,impresora y ticketera termica portatil,"pachacamac, lm",https://www.facebook.com/marketplace/item/2273593283051649/,impresora y ticketera termica portatil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Pachacamac
S/250,doble camara de seguridad alta calidad,"santiago de surco, lm",https://www.facebook.com/marketplace/item/891680030214081/,doble camara de seguridad alta calidad,250,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Santiago De Surco
S/390,epson t1110 a3,"lima, lm",https://www.facebook.com/marketplace/item/1612365153133987/,epson t1110 a3,390,Consolas/Realidad Virtual,Sony,Consola,PS,Usado (No especificado),Económico,Lima Centro
S/1.399,meta quest 3s 128gb edición 2024,"lima, lm",https://www.facebook.com/marketplace/item/1264705695545543/,meta quest 3s 128gb edición 2024,1399,Consolas/Realidad Virtual,Meta,Realidad Virtual,Meta,Usado (No especificado),Estándar,Lima Centro
S/150,videocámara de seguridad bosch y samsung,"ancon, lm",https://www.facebook.com/marketplace/item/1914125339490872/,videocámara de seguridad bosch y samsung,150,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Ancon
S/70,spiderman shattered dimensions wii,callao,https://www.facebook.com/marketplace/item/1139101211510471/,spiderman shattered dimensions wii,70,Consolas/Realidad Virtual,Nintendo,Consola,Wii,Usado (No especificado),Económico,Callao
S/87,fuente de poder switching,"independencia, lm",https://www.facebook.com/marketplace/item/742578315286895/,fuente de poder switching,87,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo Switch,Usado (No especificado),Económico,Independencia
S/250,radio original suzuki grand vitara 2010,"punta hermosa, lm",https://www.facebook.com/marketplace/item/935770308782340/,radio original suzuki grand vitara 2010,250,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,Punta Hermosa
S/80,transformador 500 va (400w),callao,https://www.facebook.com/marketplace/item/888540967120816/,transformador 500 va (400w),80,Energía y Adaptadores,Otro/Genérico,Transformador,Otro,Usado (No especificado),Económico,Callao
S/100,"juego de ps4, pes 2019","chorrillos, lm",https://www.facebook.com/marketplace/item/1184643590513700/,"juego de ps4, pes 2019",100,Consolas/Realidad Virtual,Sony,Consola,PS4,Usado (No especificado),Económico,Chorrillos
S/60,cargador,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/917182270834784/,cargador,60,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,San Juan De Miraflores
S/210,cabezal canon g3100/3110/g4100/g4110 negro+tricolor,"miraflores, lm",https://www.facebook.com/marketplace/item/1227290255529056/,cabezal canon g3100/3110/g4100/g4110 negro+tricolor,210,Cámaras Fotográfica/Video,Canon,Cámara,canon,Usado (No especificado),Económico,Miraflores
S/80,repetidor mesh huawei,"la victoria, lm",https://www.facebook.com/marketplace/item/1586415692487802/,repetidor mesh huawei,80,Conectividad/Redes,Otro/Genérico,Repetidor,Otro,Usado (No especificado),Económico,La Victoria
S/7.550,"canon 24-70mm rf f2.8 l is usm ""nuevos"" precio 7550 soles","la victoria, lm",https://www.facebook.com/marketplace/item/1456393402756841/,"canon 24-70mm rf f2.8 l is usm ""nuevos"" precio 7550 soles",7550,Cámaras Fotográfica/Video,Canon,Cámara,canon,Nuevo/Sellado,Premium,La Victoria
S/250,impresora multifuncional canon pixma mg2410.,"chorrillos, lm",https://www.facebook.com/marketplace/item/866317432936487/,impresora multifuncional canon pixma mg2410.,250,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Chorrillos
S/150,oferta cargador triple carga rapida telesin para gopro 9 10 11 12 hero black,"surquillo, lm",https://www.facebook.com/marketplace/item/1599766377596960/,oferta cargador triple carga rapida telesin para gopro 9 10 11 12 hero black,150,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Surquillo
S/850,ticketera - impresora zebra zd230,"comas, lm",https://www.facebook.com/marketplace/item/871964469048389/,ticketera - impresora zebra zd230,850,Impresora/Escáner,Zebra,Impresora,Zebra,Usado (No especificado),Estándar,Comas
S/115,calculadora casio fx- 991 la cw,"ate, lm",https://www.facebook.com/marketplace/item/794080330382367/,calculadora casio fx- 991 la cw,115,Calculadoras,Casio,Calculadora,Casio,Usado (No especificado),Económico,Ate
S/120,baterías seminuevas ( 11 placas hasta 33 placas),"villa el salvador, lm",https://www.facebook.com/marketplace/item/3394862007352710/,baterías seminuevas ( 11 placas hasta 33 placas),120,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Villa El Salvador
S/250,cabezal de impresora epson l,"lima, lm",https://www.facebook.com/marketplace/item/25164257483252725/,cabezal de impresora epson l,250,Impresora/Escáner,Epson,Impresora,Epson,Usado (No especificado),Económico,Lima Centro
S/150,cable consola cisco serie inteligente 72-1428-02 cab-ss-v3 5mt nuevo sellado 150 cada uno,"santiago de surco, lm",https://www.facebook.com/marketplace/item/946225221065634/,cable consola cisco serie inteligente 72-1428-02 cab-ss-v3 5mt nuevo sellado 150 cada uno,150,Consolas/Realidad Virtual,Otro/Genérico,Consola,Otro,Nuevo/Sellado,Económico,Santiago De Surco
S/84,luz led clip,"villa el salvador, lm",https://www.facebook.com/marketplace/item/1909899653252554/,luz led clip,84,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Villa El Salvador
S/190,impresora y ticketera térmica portátil,"mala, lm",https://www.facebook.com/marketplace/item/903943539478706/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Mala
S/120,juego five nights at freddy's security breach nintendo switch,"lima, lm",https://www.facebook.com/marketplace/item/2085885635578620/,juego five nights at freddy's security breach nintendo switch,120,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Lima Centro
S/190,cámaras de seguridad,"lurigancho, lm",https://www.facebook.com/marketplace/item/2670765929968076/,cámaras de seguridad,190,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Lurigancho
S/60,adaptador hub 8 en 1 tipo c hdmi puerto land usb mac y pc sd,"lince, lm",https://www.facebook.com/marketplace/item/1396957851622249/,adaptador hub 8 en 1 tipo c hdmi puerto land usb mac y pc sd,60,Energía y Adaptadores,Otro/Genérico,Adaptador,Otro,Usado (No especificado),Económico,Lince
S/100,mariokart 7 3ds,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/1433825378174472/,mariokart 7 3ds,100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Magdalena Del Mar
S/69,impresora portatil termica usb bluetooth 58mm - celular o pc,"san borja, lm",https://www.facebook.com/marketplace/item/936723552137387/,impresora portatil termica usb bluetooth 58mm - celular o pc,69,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,San Borja
S/55,"estuche de almacenamiento para nintendo switch 2, oled y lite","villa el salvador, lm",https://www.facebook.com/marketplace/item/1182584250573762/,"estuche de almacenamiento para nintendo switch 2, oled y lite",55,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Villa El Salvador
S/190,impresora y ticketera termica portatil,"la molina, lm",https://www.facebook.com/marketplace/item/1558395708758363/,impresora y ticketera termica portatil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,La Molina
S/70,conversores de voltaje de 48/72v a 12v20ah/para motos electricas,"santa anita, lm",https://www.facebook.com/marketplace/item/1487951069633568/,conversores de voltaje de 48/72v a 12v20ah/para motos electricas,70,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Santa Anita
S/450,cargador de baterías hasta 6 celdas imax b6ac original + accesorios + placa carga paralela,"santiago de surco, lm",https://www.facebook.com/marketplace/item/667070639828035/,cargador de baterías hasta 6 celdas imax b6ac original + accesorios + placa carga paralela,450,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Santiago De Surco
S/190,impresora y ticketera termica portatil,"san bartolo, lm",https://www.facebook.com/marketplace/item/1228886811998522/,impresora y ticketera termica portatil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,San Bartolo
S/190,cazafantasmas ghostbuster nintendo wii y wiiu,"san miguel, lm",https://www.facebook.com/marketplace/item/1247835083963928/,cazafantasmas ghostbuster nintendo wii y wiiu,190,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,San Miguel
S/55,estabilizador cdp ravr10081 900va/450w 8 salidas,"la victoria, lm",https://www.facebook.com/marketplace/item/808260491731313/,estabilizador cdp ravr10081 900va/450w 8 salidas,55,Seguridad y Herramientas,Otro/Genérico,Estabilizador,Otro,Usado (No especificado),Económico,La Victoria
S/160,pokemon arceus para nintendo switch,"comas, lm",https://www.facebook.com/marketplace/item/1958322971769817/,pokemon arceus para nintendo switch,160,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Comas
S/120,batería de 36 voltios 4400 amperios,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/910346601585824/,batería de 36 voltios 4400 amperios,120,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Villa María Del Triunfo
S/150,radio original nissan xtrail 2017,"la victoria, lm",https://www.facebook.com/marketplace/item/1577480346806504/,radio original nissan xtrail 2017,150,Equipos de sonido,Otro/Genérico,Radio,Otro,Usado (No especificado),Económico,La Victoria
S/80,👉🏻🔥ten vigilado tu espacio con nuestras camaras desde 80 soles 🔥👈,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/892972323077977/,👉🏻🔥ten vigilado tu espacio con nuestras camaras desde 80 soles 🔥👈,80,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Ventanilla
S/65,"bateria con gel 12n6-3b para motohonda cgl 125,yamaha ybr 125,suzuki gn 12,honda xl 125,honda cb 125","la victoria, lm",https://www.facebook.com/marketplace/item/2453630825125758/,"bateria con gel 12n6-3b para motohonda cgl 125,yamaha ybr 125,suzuki gn 12,honda xl 125,honda cb 125",65,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,La Victoria
S/180,yokai watch + 2 bony spirits 3ds completo usa,"miraflores, lm",https://www.facebook.com/marketplace/item/908384148390122/,yokai watch + 2 bony spirits 3ds completo usa,180,Dispositivos móviles,Apple,Smartwatch,Watch,Usado (No especificado),Económico,Miraflores
S/450,iphone mini 12,"ate, lm",https://www.facebook.com/marketplace/item/2745992042255442/,iphone mini 12,450,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Económico,Ate
S/530,redmi note 14 pro,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1559221978527761/,redmi note 14 pro,530,Dispositivos móviles,Xiaomi,Smartphone,Redmi Note 14 Pro,Usado (No especificado),Económico,San Juan De Lurigancho
S/130,mini luxometro digital uni-t ut383,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/3262980300549578/,mini luxometro digital uni-t ut383,130,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Lurigancho
S/2.100,crelity halo image s impresora resina 14k,"san isidro, lm",https://www.facebook.com/marketplace/item/2399830863776292/,crelity halo image s impresora resina 14k,2100,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Estándar,San Isidro
S/340,"batería de 23 o 25 placas marca enerjet para camiones, volquetes, cisternas y buses públicos","santa anita, lm",https://www.facebook.com/marketplace/item/924914186525887/,"batería de 23 o 25 placas marca enerjet para camiones, volquetes, cisternas y buses públicos",340,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Santa Anita
S/190,impresora y ticketera termica portatil,"santa rosa, lm",https://www.facebook.com/marketplace/item/1965771774342346/,impresora y ticketera termica portatil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Santa Rosa
S/220,cabezal canon g3100/3110/g4100/g4110 negro+tricolor,"miraflores, lm",https://www.facebook.com/marketplace/item/740819055472606/,cabezal canon g3100/3110/g4100/g4110 negro+tricolor,220,Cámaras Fotográfica/Video,Canon,Cámara,canon,Usado (No especificado),Económico,Miraflores
S/549,echo show 8 de 3ra generación - original sellado,"santa anita, lm",https://www.facebook.com/marketplace/item/1517089217090919/,echo show 8 de 3ra generación - original sellado,549,Parlantes inteligentes,Amazon,Parlante inteligente,Echo,Nuevo/Sellado,Económico,Santa Anita
S/1.000,detector de metales callao,callao,https://www.facebook.com/marketplace/item/1597258621407528/,detector de metales callao,1000,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Estándar,Callao
S/170,"cargador rapido dwalt 20v , nuevo","los olivos, lm",https://www.facebook.com/marketplace/item/4148107538761855/,"cargador rapido dwalt 20v , nuevo",170,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Nuevo/Sellado,Económico,Los Olivos
S/400,batería milwaukee m18 redlithium,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1387071049816282/,batería milwaukee m18 redlithium,400,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Ventanilla
S/179,"echo dot kids 5ta generación - modelo satardust lanzamiento 2025 sellado, original","santa anita, lm",https://www.facebook.com/marketplace/item/945068351527226/,"echo dot kids 5ta generación - modelo satardust lanzamiento 2025 sellado, original",179,Parlantes inteligentes,Amazon,Parlante inteligente,Echo,Nuevo/Sellado,Económico,Santa Anita
S/135,gps 4 g para autos disponibles 135 so [hidden information] briggith,"rimac, lm",https://www.facebook.com/marketplace/item/862809473322270/,gps 4 g para autos disponibles 135 so [hidden information] briggith,135,Herramientas Pro,Otro/Genérico,GPS,Otro,Usado (No especificado),Económico,Rimac
S/100,cable bose lifestyle 3-2-1,"lima, lm",https://www.facebook.com/marketplace/item/1181755570784364/,cable bose lifestyle 3-2-1,100,Televisores,Samsung,Televisor,Samsung Lifestyle,Usado (No especificado),Económico,Lima Centro
S/190,sintonizador de antena para equipos qrp,"lince, lm",https://www.facebook.com/marketplace/item/1478075770355507/,sintonizador de antena para equipos qrp,190,Conectividad/Redes,Otro/Genérico,Antena,Otro,Usado (No especificado),Económico,Lince
